"papaleguas-g8.gif";"papaleguas-g8.htm";"Papaleguas G8";"Convencional";"GOODYEAR";"9.00-20";"(7.00)";"2575";"2300";"141/137";"J 100";"297";"1023"
"papaleguas-g8.gif";"papaleguas-g8.htm";"Papaleguas G8";"Convencional";"GOODYEAR";"10.00-20";"(7.50)";"3000";"2725";"146/143";"J 100";"316";"1059"
"papaleguas-g8.gif";"papaleguas-g8.htm";"Papaleguas G8";"Convencional";"GOODYEAR";"11.00-20";"(8.00)";"3250";"2900";"149/145";"J 100";"335";"1087"
"papaleguas-g8.gif";"papaleguas-g8.htm";"Papaleguas G8";"Convencional";"GOODYEAR";"11.00-22";"(8.00)";"3350";"3000";"150/146";"J 100";"335";"1135"
"g100-s-y-g.gif";"g100-s-y-g-urb.htm";"G100 S&G";"Convencional";"GOODYEAR";"9.00-20";"(7.00)";"2500";"2300";"140/137";"J 100";"297";"1012"
"g100-s-y-g.gif";"g100-s-y-g-urb.htm";"G100 S&G";"Convencional";"GOODYEAR";"10.00-20";"(7.50)";"3000";"2725";"146/143";"J 100";"316";"1050"
"g100-s-y-g.gif";"g100-s-y-g-urb.htm";"G100 S&G";"Convencional";"GOODYEAR";"11.00-20";"(8.00)";"3250";"2900";"149/145";"J 100";"335";"1080"
"g100-s-y-g.gif";"g100-s-y-g-urb.htm";"G100 S&G";"Convencional";"GOODYEAR";"12.00-20";"(8.50)";"3350";"3000";"149/146";"J 100";"360";"1120"
"ct150.gif";"ct150.htm";"CT150";"Convencional";"GOODYEAR";"9.00-20";"(7.00)";"2500";"2300";"140/137";"J 100";"297";"1012"
"ct150.gif";"ct150.htm";"CT150";"Convencional";"GOODYEAR";"10.00-20";"(7.50)";"3000";"2725";"146/143";"J 100";"316";"1050"
"ct150.gif";"ct150.htm";"CT150";"Convencional";"GOODYEAR";"11.00-20";"(8.00)";"3250";"2900";"149/145";"J 100";"335";"1080"
"ct150.gif";"ct150.htm";"CT150";"Convencional";"GOODYEAR";"12.00-20";"(8.50)";"3750";"3250";"154/149";"J 100";"360";"1120"
"g667.gif";"g-667.htm";"G667";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3000";"2725";"146/143";"K 110";"316";"1052"
"g667.gif";"g-667.htm";"G667";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"3550";"3250";"152/149";"K 110";"329";"1132"
"g667.gif";"g-667.htm";"G667";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"g667.gif";"g-667.htm";"G667";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"g667.gif";"g-667.htm";"G667";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"215/75R17.5";"(6.00)";"1700";"1600";"126/124";"J 100";"237";"775,5"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3075";"2725";"147/143";"J 100";"316";"1052"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"3550";"3250";"152/149";"J 100";"329";"1132"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3150";"2900";"148/145";"J 100";"314";"1050"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3550";"3150";"152/148";"J 100";"343";"1084"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"J 100";"311";"1012"
"g665.gif";"g-665.htm";"G665";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"K 110";"335";"1044"
"g658.gif";"g-658.htm";"G658";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3000";"2725";"146/143";"K 110";"316";"1052"
"g658.gif";"g-658.htm";"G658";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"2650";"3250";"142/149";"K 110";"329";"1132"
"g658.gif";"g-658.htm";"G658";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"314";"1050"
"g658.gif";"g-658.htm";"G658";"Radial";"GOODYEAR";"275/80R22.5";"(8.25)";"3350";"3000";"149/146";"L 120";"311";"1012"
"g658.gif";"g-658.htm";"G658";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"L 120";"335";"1044"
"g658.gif";"g-658.htm";"G658";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3350";"3000";"149/146";"L 120";"314";"1104"
"g657-lhs.gif";"g657-lhs.htm";"G657 LHS";"Radial";"GOODYEAR";"295/80R22.5";"9.00 (8.25)";"3550";"3150";"152/148";"M 130";"335";"1044"
"g167.gif";"g167.htm";"G167";"Radial";"GOODYEAR";"9.00R20";"(7.00)";"2575";"2300";"141/137";"K 110";"297";"1018"
"g169-rsa.gif";"g169-rsa.htm";"G169 RSA";"Radial";"GOODYEAR";"255/70R22.5";"(7.5)";"2500";"2300";"140/137";"M 130";"287";"930"
"g169-rsa.gif";"g169-rsa.htm";"G169 RSA";"Radial";"GOODYEAR";"275/70R22.5";"(8.25)";"3150";"2900";"148/145";"L 120";"311";"958"
"g177.gif";"g177.htm";"G177 MSD";"Radial";"GOODYEAR";"11R24.5";"(8.25)";"3250";"2800";"149/144";"J 100";"358";"1125"
"g291.gif";"g291.htm";"G291";"Radial";"GOODYEAR";"9.00R20";"(7.0)";"2500";"2300";"140/137";"K 110";"297";"1018"
"g32.gif";"g32.htm";"G32";"Radial";"GOODYEAR";"LT7.50R16 C12";"(6.0)";"1500";"1400";"122/120";"L 120";"242";"802"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"10.00R20";"(7.50)";"3000";"2725";"146/143";"K 110";"318";"1054"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"11.00R20";"(8.00)";"3350";"3000";"150/146";"K 110";"335";"1094"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"12.00R20";"(8.50)";"3750";"3250";"154/149";"K 110";"340";"1130"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"11.00R22";"(8.00)";"3450";"3075";"151/147";"K 110";"335";"1146"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"11R22.5";"(8.25)";"3000";"2725";"146/143";"L 120";"318";"1054"
"g324-shd.gif";"g324-shd.htm";"G324 SHD";"Radial";"GOODYEAR";"12R22.5";"(9.00)";"3350";"3000";"150/146";"L 120";"292";"1095"
